ID,Sens_0mM_r1,Sens_0mM_r2,Sens_0mM_r3,Sens_15mM_r1,Sens_15mM_r2,Sens_15mM_r3,Tol_0mM_r1,Tol_0mM_r2,Tol_0mM_r3,Tol_15mM_r1,Tol_15mM_r2,Tol_15mM_r3
ESR39966,9.5443,9.3273,9.5935,9.5043,9.203,9.2493,8.7962,8.6484,9.402,9.622,8.954,9.2037
ESR39852,11.4676,11.3638,11.6202,11.6189,11.7948,11.5159,10.8114,10.9095,11.4635,11.6266,10.999,11.2147
ESR66929,5.0665,6.0841,5.8631,5.2592,5.4224,5.5032,5.7472,5.1886,5.8784,5.4439,5.2353,5.5272
ESR54752,7.6133,7.105,7.1638,7.3342,7.4919,7.3181,6.4594,6.8426,7.1402,7.0849,7.1349,6.7852
ESR60094,5.264,5.6971,6.2409,5.6554,6.1188,5.8372,5.3824,5.8449,6.1623,6.1715,5.6115,5.8617
ESR37461,10.2129,9.393,9.8721,9.2219,9.2327,9.4576,9.5633,9.4613,8.9847,9.4148,9.5369,9.3834
ESR57615,7.4402,7.5814,7.3118,7.6847,7.6908,7.5173,6.7851,6.8426,7.7178,7.5412,7.2634,7.1738
ESR50464,10.7465,11.0132,10.6309,10.7641,10.8566,10.6954,11.2617,11.6851,10.8631,10.74,11.3298,11.0606
ESR59638,7.0696,7.6112,7.7221,7.8325,7.7469,7.5173,8.0935,8.2563,7.791,8.0396,7.971,8.0374
ESR57082,11.5562,11.7387,11.6929,12.2189,12.1804,12.2113,11.3824,11.3472,11.9475,12.1397,11.6584,11.7788
ESR63369,5.9203,6.041,5.7638,5.5965,4.8359,5.8372,5.3219,5.4629,5.687,5.7091,5.4967,5.5272
ESR49143,11.2662,10.5258,10.956,10.7757,10.5723,10.8388,10.2233,10.2668,10.905,11.099,10.533,10.72
ESR43979,6.1869,6.3541,6.4147,6.0118,6.2409,6.1884,6.1468,6.2943,6.9824,6.7443,5.9967,6.7852
ESR46983,5.1686,5.9508,5.6572,5.8697,5.938,6.0235,6.1813,5.7961,6.007,6.4504,6.1939,5.958
ESR57182,8.6257,9.2396,9.0981,9.0237,8.9339,8.8967,9.6083,9.7249,9.1608,8.9151,9.3386,9.379
ESR40885,9.2732,8.7175,8.9018,8.4047,8.2423,8.5853,8.5999,8.5489,8.9794,8.7483,8.2883,8.2614
ESR58695,8.5985,9.4352,9.2526,9.7267,9.6913,9.6181,9.2384,9.1771,9.6254,9.5812,9.4738,9.5662
ESR41672,6.8099,6.0841,6.5988,6.3695,6.3535,6.2268,6.3725,5.7457,5.8784,6.0807,5.9096,5.958
ESR58081,5.7981,6.6112,5.8631,6.5038,6.4912,6.3008,6.3725,6.6365,6.2687,6.1268,6.4622,6.8865
ESR41788,7.5197,8.1257,7.8242,8.3522,7.5872,8.3874,8.3874,7.7549,8.2639,7.7762,8.1044,8.1938
ESR36119,7.043,8.0625,7.8727,8.1722,7.9985,8.0865,7.9307,8.1918,8.1845,7.9655,8.1142,8.1839
ESR37553,9.8241,9.2491,10.2886,9.7971,9.6367,10.1676,9.6704,9.3768,9.3785,9.9735,9.8316,9.8836
ESR62625,9.446,9.2348,9.1774,9.0459,9.2425,8.7527,9.6914,9.9754,9.1282,9.1892,9.4738,9.2376
ESR40656,11.3144,11.3725,11.3919,11.9066,11.3393,11.9714,10.9303,10.908,11.4588,11.5227,11.2699,11.4017
ESR36499,11.5168,11.218,11.5324,11.6894,11.6735,11.7209,11.0564,10.7035,11.2506,11.4589,11.1324,11.0552
ESR36815,10.0946,10.2372,10.067,10.2461,10.0693,10.3528,10.4751,10.6323,10.7344,10.7946,10.8329,10.8958
ESR48290,6.5696,6.5511,6.6553,6.4714,6.1607,6.0665,6.9137,7.1448,6.603,6.2976,6.1566,6.4633
ESR41493,5.7328,5.1667,5.4168,5.1811,5.2777,4.5664,4.893,4.942,5.2752,5.1187,5.0026,4.7038
ESR64938,7.4197,6.9507,7.3293,6.1818,6.9148,6.9326,6.9341,6.9129,6.8742,6.6528,6.662,6.8619
ESR45148,5.5928,4.9038,5.6007,5.011,4.7286,5.1501,5.3219,5.2622,5.4053,5.4439,5.7683,5.0035
ESR33138,6.5318,6.6404,6.6274,6.8195,7.4248,6.2268,6.3725,6.491,6.9401,6.8579,6.9288,6.6186
ESR51784,8.0345,7.5964,7.7741,7.2217,7.2418,7.4701,7.9,7.4107,7.4726,7.5914,8.1993,7.9465
ESR66260,5.5928,6.6404,6.2409,6.4714,6.317,6.1489,6.7395,6.46,6.6821,6.376,6.5512,6.6477
ESR39048,7.684,7.5356,7.5979,7.7402,8.044,7.6364,8.0191,8.41,7.6139,7.5068,7.8239,7.1738
ESR45221,10.2886,10.9093,10.6963,11.1724,11.0925,10.9493,10.2661,10.3452,10.9322,10.74,10.4621,10.5833
ESR44926,6.5318,6.9738,6.5097,6.597,6.5865,6.5332,6.5145,7.4107,6.8051,6.885,7.1155,7.2327
ESR63307,5.7328,5.3187,5.2798,4.8181,5.3519,5.3722,4.8073,5.1109,5.687,5.6472,5.0026,5.4631
ESR53580,8.048,8.4227,8.2391,8.1923,8.4166,8.4126,8.7043,9.1188,8.4183,8.1441,8.829,8.7182
ESR52783,8.1639,7.7379,7.9538,7.3521,7.39,7.2451,7.8146,7.7291,7.1588,7.9007,7.6601,7.9228
ESR34773,7.8623,8.0517,8.0727,8.2698,8.0551,8.353,7.6884,7.4268,8.0417,8.6253,7.7999,7.9108
ESR38339,5.264,5.6971,5.0461,5.2592,5.7857,5.6799,6.0381,5.7457,5.8329,5.8802,5.6657,6.0482
ESR56658,9.8084,10.3206,10.0979,10.1849,10.1259,10.1402,10.6236,10.8555,10.2945,10.3512,10.849,10.5217
ESR65371,7.7181,6.9034,7.7741,7.4552,7.5872,7.1681,7.1584,7.0016,7.3964,7.281,7.056,6.8112
ESR54975,5.5174,6.4228,6.5097,6.3695,6.458,6.3711,6.2801,5.8449,6.5192,6.1715,5.9967,6.5274
ESR63524,7.3343,7.3184,7.1243,7.5972,7.1198,6.5636,6.8508,6.9356,7.1588,7.1971,6.5222,6.8865
ESR38658,7.922,6.9034,7.3293,6.8195,7.0984,7.1878,7.4826,7.3945,7.502,7.7172,7.2457,7.4302
ESR47768,8.0209,8.8293,8.5974,9.1973,8.9578,9.0493,8.528,8.4964,8.9099,8.9216,8.9098,8.8369
ESR49868,7.7011,8.3715,8.0199,7.5669,7.9396,7.6506,8.327,7.5496,7.8608,7.3012,7.9273,7.9697
ESR65536,7.22,7.7909,7.9196,7.9431,7.8008,7.8484,7.9408,8.1728,8.3792,8.3523,8.0238,8.2708
ESR50407,5.264,5.389,5.7115,5.9186,5.938,5.6234,5.3824,5.6391,5.7859,5.1187,5.1618,6.0482
ESR66747,6.4119,6.041,6.2774,5.819,6.2409,6.2643,6.6438,6.2588,5.4662,5.984,6.4925,6.1737
ESR58100,6.8099,6.9034,6.7362,6.6267,6.6169,6.3363,7.3525,7.0229,7.1024,7.2605,7.2981,7.1124
ESR58026,8.0746,7.7646,7.8727,7.9312,8.01,7.885,7.6397,6.9579,7.9054,8.199,7.6195,7.7588
ESR40683,13.4688,12.8579,13.4133,13.2682,13.0868,13.3735,12.7564,12.4173,13.0573,13.1741,12.7746,12.9311
ESR38152,6.9599,5.9966,6.5988,6.0118,6.7599,6.8611,6.5413,6.7173,6.6298,6.5211,6.9288,6.4301
ESR52336,5.7981,5.4561,5.206,5.4708,5.554,5.3019,5.1926,4.8494,5.4662,4.6982,5.0026,5.091
ESR32918,5.3535,6.1259,5.4168,6.0118,5.938,5.7867,6.431,5.8921,6.1623,6.1268,6.1182,6.1737
ESR36740,4.4069,4.9038,4.4211,4.5954,5.2777,4.9805,4.974,4.7505,5.4053,4.8154,5.0026,5.1735
ESR34863,7.1215,7.2253,6.7097,6.9663,6.8394,7.0008,6.893,7.0016,7.502,7.6239,7.5636,7.5117
ESR53168,9.0371,8.2726,8.4454,8.1417,7.8782,8.4698,8.6376,8.6276,8.4934,8.8131,8.7622,8.6835
ESR50472,4.7077,5.2447,5.1283,4.332,5.1169,4.6816,5.2587,5.4629,4.8868,5.1187,5.2353,5.091
ESR42262,9.0966,9.1154,9.1383,9.4963,9.355,9.4737,8.8721,8.4964,9.0705,9.1946,8.6323,8.7853
ESR39429,5.9777,5.9966,5.4168,5.4708,5.9853,5.6799,6.1813,5.7457,6.007,5.8254,5.0844,5.5886
ESR63117,10.1765,9.1663,9.1333,9.4345,9.5289,9.4737,9.5402,9.9781,9.2195,9.4102,9.6284,9.7488
ESR43610,6.0329,6.5511,6.7621,6.9663,7.1821,7.1281,6.5413,6.396,6.6821,6.684,6.8136,6.7043
ESR51375,6.6775,6.3541,6.4147,6.0562,6.0312,5.8861,5.652,6.2224,6.5756,6.6528,6.3343,6.3961
ESR50968,9.4611,9.2204,9.3021,9.2219,8.9637,9.4332,8.8238,8.4499,9.0852,8.841,8.6525,8.862
ESR51723,6.0329,6.5201,6.5988,7.1415,6.8134,6.9092,6.3115,6.5213,7.0635,6.5884,6.4622,6.7588
ESR46105,9.4203,9.3002,9.0671,9.3071,8.8659,9.1775,9.586,9.2193,9.3301,9.6099,10.0661,9.6586
ESR43711,6.5696,5.804,6.3815,6.0562,6.0312,5.9791,6.974,6.396,6.007,6.1715,6.1939,6.2133
ESR45713,7.0158,7.084,7.3804,6.2973,6.424,6.9326,7.0128,6.6909,6.8051,6.7145,6.6077,6.4633
ESR36171,5.1686,5.389,4.959,4.8181,5.1995,5.5032,5.7004,5.2622,5.7373,5.7684,5.4356,5.7041
ESR64602,13.3851,13.0428,13.4479,13.473,13.3105,13.6182,12.8,12.5445,12.9915,13.3302,12.9499,13.1268
ESR48590,9.7478,10.4599,10.0696,10.7199,10.061,10.8106,10.2045,10.0238,10.5828,10.3415,10.3067,10.5197
ESR32833,5.8604,6.2445,6.447,5.535,5.6745,6.1884,5.7925,5.4629,6.1623,6.0332,5.6115,6.0912
ESR42061,11.2224,10.5022,10.5697,10.6973,10.6049,11.0015,11.1032,10.7791,10.3338,11.3587,11.0685,10.7903
ESR40114,7.9934,6.9738,7.6122,7.627,7.4755,7.4539,7.2906,7.1641,6.9401,7.1754,7.0761,7.1124
ESR58558,5.7981,6.2445,6.447,6.4382,6.1607,6.8365,6.5413,6.2943,5.9225,6.2568,6.3997,5.7586
ESR45829,8.4132,8.136,8.0091,7.5358,7.4755,7.7196,7.9307,7.649,8.2809,7.8048,7.6058,7.5117
ESR52269,4.9565,5.804,5.7638,5.5965,5.1995,5.6234,5.1926,5.4629,5.2752,5.984,5.3052,5.8111
ESR57085,6.3696,5.8546,6.9088,6.3338,6.458,6.1884,6.215,6.4284,6.0474,6.684,5.9967,5.9106
ESR58668,4.7077,5.1667,5.6007,4.7111,5.1995,5.5645,5.1926,4.942,4.7949,5.2071,4.8235,5.396
ESR59718,13.9998,13.68,13.9827,13.9194,14.0143,14.0352,13.1521,13.2356,13.4589,13.7706,13.4443,13.5788
ESR58742,6.6775,7.7107,7.2941,7.8452,7.4588,7.486,7.6147,7.7926,7.6004,7.4893,7.5918,7.8113
ESR64029,8.3602,9.291,8.9478,9.5671,9.4211,9.3615,8.9641,9.1866,8.9478,8.9151,9.0939,9.1839
ESR60541,8.5039,8.9212,8.2391,8.3874,8.6328,8.2726,8.8878,9.1039,8.4028,8.1773,8.8985,8.8178
ESR64718,9.6452,9.7973,9.7015,9.4176,9.677,9.6608,10.2418,10.3578,9.6486,9.4102,10.2369,9.8049
ESR36585,6.0329,5.6405,5.4168,5.4708,6.0312,5.5032,5.652,6.185,5.7373,6.1268,5.6657,6.3614
ESR38707,6.6065,5.8546,6.3815,6.2973,6.7324,6.0665,6.5935,6.1072,6.2341,5.6472,6.1939,6.1331
ESR39083,7.6491,6.8294,7.1042,7.0783,6.7324,7.1681,7.4262,7.3445,7.4874,7.5581,7.2634,7.7454
ESR65893,8.7043,8.7243,8.3112,8.447,8.4079,8.4209,8.4523,9.1913,8.3633,7.8874,8.7622,8.4958
ESR41372,8.6076,8.1763,7.9425,8.1104,7.7469,8.1073,8.431,8.8228,7.9054,7.9781,8.4043,8.3169
ESR50782,7.7514,8.2538,7.9538,7.8197,7.7469,7.7196,7.652,7.275,8.1291,7.5749,7.2097,7.4302
ESR50451,7.0696,7.7513,7.2762,7.9896,7.7606,7.7855,7.3063,7.2571,7.7549,7.4715,7.2278,7.0914
ESR56716,14.3031,13.8303,13.2408,13.9938,13.6491,14.1908,13.6866,13.6971,13.3041,13.6113,13.88,13.8649
ESR37695,6.9881,6.6404,6.3815,6.5356,6.0312,6.7599,6.2801,6.185,6.5192,7.0614,6.5512,6.2517
ESR54524,9.1907,8.9794,8.9421,8.9313,8.9399,8.8421,8.1468,8.2919,8.6591,8.726,8.4123,8.5509
ESR63523,4.8375,5.0843,4.959,5.0985,5.554,4.3041,4.8073,4.7505,5.2054,5.1187,5.3052,5.0035
ESR59779,8.3274,8.3273,8.1921,8.1923,8.4079,8.097,8.929,9.0161,8.3713,8.2204,8.8526,8.6113
ESR38262,7.9073,8.8668,8.83,9.0404,9.1311,9.0168,8.6622,8.7858,8.831,8.9793,8.7991,8.9347
ESR37445,5.264,5.3187,5.7638,5.1811,5.554,5.1501,5.8365,5.8449,5.687,5.7684,5.6657,6.1737
ESR45835,6.1374,6.041,6.3129,5.5965,6.424,6.4382,6.1115,6.1072,6.4606,5.984,6.8374,6.4301
ESR47813,5.7328,6.282,6.0851,6.1818,6.0757,6.3363,5.8791,5.4629,5.4662,5.5826,6.1182,6.1737
ESR57620,8.3602,7.5814,8.0412,7.6705,7.705,7.6646,8.0935,8.2105,7.2308,7.9399,8.0546,7.7721
ESR60621,6.0329,5.9035,5.6007,5.4708,5.6155,5.7343,5.7472,5.4629,4.7949,5.3692,5.7683,5.5886
ESR61807,9.5251,9.3407,9.4651,9.217,9.4254,9.221,8.7103,8.6346,9.17,9.3676,8.7808,8.8682
ESR66215,9.7723,9.3407,9.5972,9.6161,9.7266,9.6713,10.1511,10.0835,9.5951,10.068,10.3692,10.2037
ESR47100,11.1893,10.5121,10.9824,10.8102,10.6644,10.929,10.3461,10.0238,10.548,10.8228,10.4886,10.5548
ESR62881,4.7077,5.3187,5.3499,5.5965,5.0291,5.4392,5.7004,5.3323,5.2054,4.8154,5.6657,5.1735
ESR43738,4.7077,4.1671,4.2845,4.4697,3.6072,4.5664,4.2801,4.269,4.5912,4.1023,3.9282,4.003
ESR36179,8.7296,8.3273,8.7414,8.1722,8.6028,8.7126,8.6864,9.4177,8.3472,8.6492,8.835,8.7788
ESR51653,9.2903,10.1763,9.8661,10.3854,10.3528,10.2907,9.8765,9.9863,10.344,10.3119,10.0586,10.2256
ESR47951,11.9613,12.5355,12.4012,13.0884,12.837,13.0751,12.4911,12.3991,12.5962,12.7655,12.6869,12.7976
ESR43898,6.7779,6.7514,7.1638,6.4043,6.6466,6.5022,6.5935,6.8426,6.5192,6.9632,6.5512,5.9106
ESR38213,9.077,9.0679,9.2295,9.0946,9.2278,8.9027,8.5545,8.5341,8.8077,8.4093,8.5191,8.4634
ESR37657,8.989,8.0299,8.5158,8.3343,8.4423,8.7058,8.2721,8.1242,7.9594,8.568,8.8231,8.4958
ESR64765,9.7017,8.9093,9.3327,9.2121,9.1098,9.0759,8.7567,8.5852,9.2458,9.4148,8.8051,8.9347
ESR59400,6.2348,6.3889,6.447,6.7125,6.5237,6.6225,6.4872,6.8899,6.603,7.417,6.8608,6.3961
ESR38353,7.3988,7.084,6.8615,6.2598,7.0095,6.8114,7.1055,7.5199,6.8515,7.0132,6.9938,6.8865
ESR39953,6.7779,6.5201,6.3815,6.1818,6.458,6.5636,7.2094,7.1832,6.6821,6.9632,6.7143,6.8865
ESR52170,4.5651,4.9968,5.1283,5.2592,4.8359,5.3019,5.4405,5.5241,5.4662,4.9237,5.6115,5.091
ESR32887,9.2501,9.1613,9.3197,9.4176,9.5209,9.6035,9.7152,9.5632,10.075,10.1059,9.8434,9.9169
ESR44668,7.8158,8.9908,8.7927,8.8516,8.7054,8.6853,8.8401,8.9396,8.8933,8.6413,8.7052,8.987
ESR32445,6.4929,6.6404,6.6828,6.9663,6.1607,6.9557,7.3219,7.1832,6.9184,6.7145,6.7143,7.0039
ESR52102,8.4743,8.551,8.5974,8.3699,8.6254,8.1379,8.9641,9.3559,8.5647,8.7774,8.9154,8.7655
ESR44590,7.1468,6.4228,6.7621,6.3695,7.0984,6.7334,6.3423,7.275,6.7326,6.4861,6.5797,6.8619
ESR39434,9.2617,8.4394,9.0462,8.6989,8.9988,8.9835,8.5676,8.4964,8.2639,9.1226,8.9376,9.004
ESR44374,9.1538,8.5356,8.9534,8.8516,8.8847,9.0058,8.4594,8.1341,8.5786,8.8341,8.2534,8.5354
ESR57926,6.6775,6.3889,6.7362,6.4382,6.1607,6.5332,6.7625,6.4284,6.7326,5.6472,6.5222,6.2892
ESR42648,6.7452,6.3889,6.7097,6.2213,6.424,5.9333,6.9341,6.7688,6.5756,6.7145,6.9938,6.2892
ESR49801,7.2897,8.3363,8.1435,7.9549,7.9869,7.622,8.138,8.283,8.2203,7.8739,8.1901,7.6764
ESR63618,6.9311,7.354,6.8615,7.2217,7.4419,6.8365,7.4687,7.8173,7.6004,7.3012,7.5201,7.5889
ESR33089,10.4004,10.3844,10.6221,10.692,10.6144,10.7057,9.8974,10.0344,9.9148,10.1568,10.0861,9.9898
ESR54974,6.453,7.4059,7.063,6.9429,7.0984,7.1878,7.226,7.6213,7.6273,7.1971,7.1349,7.3438
ESR42204,5.9777,5.4561,5.542,5.712,5.6155,5.7867,5.4964,4.7505,5.8329,5.4439,5.7683,5.396
ESR45632,7.4197,6.7244,6.8854,6.6267,6.3892,6.7065,6.5145,6.3629,6.603,6.8579,6.2303,6.8619
ESR47719,11.4009,10.7089,11.1454,10.3875,10.535,10.955,10.5347,10.4533,10.5845,10.9785,10.7412,11.0374
ESR49786,7.7011,8.1257,7.6954,7.6705,7.9396,7.282,8.3037,8.3855,8.1291,7.8189,8.1431,7.9812
ESR39983,9.1286,8.8166,9.0195,8.9432,9.0498,8.9891,8.3423,8.1918,8.854,8.9918,8.4202,8.5814
ESR66525,8.0877,8.0188,8.0933,7.5201,7.9154,7.5173,8.5347,8.5116,8.0216,8.2098,8.1808,8.102
ESR66439,9.1286,10.1638,9.5717,10.3048,10.1547,9.726,9.7181,9.9863,9.9685,9.7745,9.9317,9.7722
ESR59213,4.9565,5.5816,5.4808,5.712,5.889,5.3722,5.9608,5.7457,5.6349,5.5149,6.1182,5.3255
ESR62349,5.4378,5.7515,5.6572,5.1811,5.1169,5.228,6.0381,5.1109,5.7859,5.7684,5.3719,5.2515
ESR38383,6.4119,5.804,6.3476,6.6559,6.4912,6.3711,5.9608,6.185,5.7859,5.7091,5.9096,6.0482
ESR63273,5.5928,5.9035,5.1283,6.1411,5.8383,5.6234,5.3824,5.8449,5.8329,5.933,5.3719,6.1331
ESR65752,8.0746,7.9964,7.8727,7.5821,8.4923,7.7855,8.2801,8.5192,7.7426,8.0396,8.4894,7.9812
ESR56346,7.8469,8.2348,7.7483,7.7127,7.6473,7.548,8.402,8.4888,7.6668,7.7905,8.1526,7.9347
ESR51186,5.8604,6.2445,6.3476,5.535,5.9853,5.7867,6.3725,6.1072,5.9654,5.5826,6.3674,6.4301
ESR51102,6.3261,7.5663,7.0206,7.1207,7.0767,6.9326,7.2094,7.202,7.3487,7.2397,7.4291,7.3077
ESR64846,5.7981,5.389,6.2774,6.1411,6.0312,6.3008,5.602,6.1072,6.3355,6.1268,6.1939,6.4301
ESR51430,6.1374,5.1667,5.7638,5.535,5.8383,6.0235,5.3824,5.1886,5.5808,5.3692,5.6657,5.8617
ESR43940,8.6958,8.823,8.7673,8.9313,8.9872,8.9722,9.3449,9.6651,8.9044,8.9281,9.5038,9.3615
ESR53935,4.5651,4.9968,4.7672,4.8181,4.8359,4.6816,4.8073,4.1185,4.5912,5.1187,4.725,5.396
ESR53524,5.7981,6.7514,6.447,6.74,6.7324,6.3711,6.2479,6.2943,6.2687,5.8802,6.3674,6.0912
ESR60995,6.9018,7.7513,7.1042,7.4046,7.3362,7.2071,7.5501,7.9569,7.5165,7.5412,7.8475,7.2134
ESR42972,9.0235,9.6111,9.3284,9.8829,9.9127,9.8604,9.2384,9.2648,9.7774,9.9255,9.3511,9.5547
ESR36832,10.9413,10.5644,10.8143,11.0446,10.744,10.9735,10.1961,10.1111,10.4458,10.7639,10.3611,10.3812
ESR63817,7.7514,8.7712,8.1729,8.8951,8.6476,8.5478,8.6314,8.8044,8.7166,8.568,8.6922,8.5118
ESR55033,6.9599,7.0626,6.8615,6.6267,6.5865,6.3363,6.8292,7.378,7.3487,6.5551,6.8838,6.7043
ESR66421,9.0029,8.7107,8.7544,8.6919,8.4841,8.5926,8.2641,8.1632,8.2978,8.3328,8.2356,7.8743
ESR37307,8.4941,7.9506,7.8846,7.4046,7.5083,7.4212,8.066,7.7161,7.8263,7.8048,7.905,7.4958
ESR52952,7.0696,8.0299,7.6682,8.0347,7.84,7.9088,7.7472,8.1043,8.2724,7.5068,7.8823,7.8368
ESR39579,7.3561,7.0626,7.5087,7.7805,7.3544,7.5631,7.3972,6.7938,7.6538,7.8739,7.7253,7.7044
ESR52176,5.3535,4.8043,5.0461,5.6554,5.1995,4.9805,5.4405,5.7961,5.2752,5.0245,5.6657,5.5272
ESR39801,4.4069,4.582,5.206,5.2592,4.7286,4.7883,4.974,4.6444,5.1321,5.2071,5.0844,5.396
ESR52425,5.8604,5.9966,6.2409,5.1811,5.938,5.8372,5.9205,6.185,5.4662,5.6472,5.4356,5.7041
ESR56250,6.7452,6.8294,6.3815,7.2217,7.1198,7.0869,7.4262,7.4741,7.3487,7.1533,7.2097,7.2518
ESR59591,7.7348,8.1563,8.083,7.9549,8.252,8.0115,8.5479,8.934,8.3553,8.2415,8.4436,8.4134
ESR64608,9.2384,8.7646,8.9813,8.9012,8.7677,9.197,8.431,8.2652,8.6327,9.1728,8.4969,8.7853
ESR40457,7.5766,7.354,7.4932,7.241,7.1616,7.4045,7.9,8.0842,8.0715,7.7762,7.8358,7.7721
ESR50005,5.9203,6.041,5.542,5.535,5.554,6.3008,6.0752,5.7457,5.6349,6.5211,5.864,5.958
ESR59944,9.0235,9.7745,9.6914,10.0404,9.821,9.7159,9.8201,9.9781,10.2755,10.1316,9.9066,10.0124
ESR50555,5.5174,5.389,5.4808,5.6554,4.6127,5.7343,5.2587,5.3991,5.5808,5.5149,5.0026,5.5886
ESR50712,7.4197,8.0299,7.5087,7.5358,7.6024,7.2451,7.4964,7.7802,7.7426,6.7736,7.5348,7.7454
ESR57807,6.5318,6.5511,6.7097,6.597,5.9853,6.3711,6.3115,6.8184,6.007,6.1268,6.3343,5.8111
ESR63437,6.6425,6.697,6.3815,6.4714,6.458,5.9333,6.9541,6.2943,6.3994,6.1715,7.056,6.5584
ESR63038,6.2812,6.669,6.9546,7.0122,6.9629,6.9092,6.6438,6.2588,7.2308,6.885,6.3997,6.5274
ESR32806,10.133,10.2956,10.1651,9.9783,10.2475,9.9946,10.6126,10.9725,10.2519,9.9091,10.6281,10.4324
ESR56855,6.8412,6.8039,6.4787,7.1619,7.2023,6.5933,7.2424,6.8184,6.8515,7.5412,7.2634,6.7852
ESR56659,9.9868,9.1763,10.0539,9.6884,9.3092,9.7916,9.6052,9.4416,9.6939,10.256,9.7208,9.9288
ESR54625,5.7328,5.9508,5.7115,5.9186,5.9853,5.3722,5.3824,5.9377,4.9733,5.4439,5.5552,5.396
ESR57744,11.8543,11.9715,12.0057,12.3026,12.1391,12.3876,11.5041,11.313,12.1357,12.1941,11.8489,12.047
ESR49227,6.6065,6.6404,6.0851,6.5038,6.6169,6.2643,6.8721,6.1466,6.9184,6.6528,7.096,6.8368
ESR54278,7.8,8.6618,8.1035,8.4962,8.4591,8.6503,8.6622,8.5489,9.0358,8.6092,8.6922,8.655
ESR34875,10.5115,10.8466,10.6896,11.4134,11.0625,11.13,10.4958,10.4533,11.0966,11.1514,10.6127,10.7968
ESR44482,6.8718,6.6404,7.3293,6.5666,6.6466,7.1076,6.9137,7.3102,7.3964,7.2397,7.3486,7.3077
ESR42660,7.7678,7.0409,7.3118,6.767,6.8134,7.1878,6.974,6.5801,6.8742,7.1309,6.8374,6.8368
ESR61934,8.2005,7.5356,7.6264,6.9663,7.1198,7.6506,7.2747,7.4107,7.3325,7.4354,7.2981,7.2893
ESR61541,8.4941,8.7311,8.485,8.212,8.684,8.1678,9.008,9.2693,8.7537,8.517,8.8526,8.5509
ESR32841,9.3622,9.136,9.4452,9.3875,9.395,9.1327,8.8018,8.7155,8.831,8.7702,8.6987,8.655
ESR42282,7.7348,8.52,7.7088,7.7538,8.0328,7.9088,7.7925,7.5496,7.767,7.4715,7.8823,7.2518
ESR62792,7.6491,7.7107,7.3971,7.0566,6.9148,6.8611,7.7586,7.649,7.6273,7.4536,7.2808,7.5117
ESR43106,6.6425,6.4228,6.7876,6.3338,6.6169,6.4706,6.7395,5.8921,6.5192,6.8022,6.1939,5.9106
ESR56282,6.7452,7.0189,7.2397,6.597,6.8394,7.1076,6.6924,6.2224,7.0635,7.1754,6.4925,6.5888
ESR56620,7.043,6.9034,7.5239,6.8195,7.1616,7.2071,7.1926,6.491,6.8285,6.7145,6.6884,6.4957
ESR35255,6.7118,6.1665,6.4787,5.8697,6.5237,6.3008,5.8791,5.7961,6.0474,6.0332,5.8169,5.8617
ESR52738,5.9777,5.804,6.1651,5.819,6.0757,5.8861,6.431,6.491,5.7859,6.684,6.4925,6.0482
ESR39700,6.9018,6.7244,6.7362,6.9894,6.9148,6.7065,6.3115,6.0666,6.9184,6.8022,6.1566,6.5274
ESR46555,6.1869,6.3541,6.6553,6.5666,6.9148,6.1884,6.893,7.202,6.8515,6.8022,6.8838,6.7852
ESR57668,4.7077,3.9973,5.0461,4.7111,4.4867,4.6816,4.2801,5.1109,4.5912,4.4308,4.8235,4.8108
ESR53352,8.4542,8.4143,8.654,8.48,8.4252,8.699,7.8365,7.8771,8.0012,8.0635,7.9493,8.004
ESR59391,7.0696,7.6969,7.6544,7.9549,7.5403,8.1278,7.5369,7.0647,7.8494,7.6398,7.4904,7.6764
ESR45267,5.9777,5.804,5.6007,5.5965,5.4897,4.9805,5.9205,5.5241,6.0474,5.3692,5.4967,5.2515
ESR58611,6.9881,8.0733,7.3971,7.9072,7.5717,7.6364,7.5892,7.8535,8.0417,7.3409,7.5054,7.5275
ESR62017,6.4119,6.7779,5.9103,6.2973,6.458,6.4382,6.5935,6.551,6.8051,7.0849,6.1182,6.4633
ESR47822,5.7328,5.389,5.4168,5.1811,5.6155,5.0678,5.7472,5.982,6.0474,5.3692,5.7179,5.2515
ESR48799,7.595,7.0189,7.3293,6.9894,7.5083,7.282,6.9137,6.6365,6.7326,7.0132,6.8608,6.7318
ESR59073,4.7077,5.0843,5.7638,5.011,5.4224,5.7343,5.3219,5.1109,5.0549,5.1187,5.0026,5.0035
ESR41855,6.8718,7.9153,7.1042,7.5358,7.5872,7.4212,7.7586,7.8888,7.7426,7.6077,7.5918,7.2893
ESR55731,8.0072,7.5663,7.7994,8.2218,7.8271,7.9667,7.141,7.593,7.3807,7.6239,7.3151,7.5431
ESR53110,10.5664,9.5278,10.0166,9.7807,9.5249,10.0439,9.8817,9.7217,9.9446,10.4176,9.9699,10.0728
ESR43870,5.5928,6.3185,6.3815,5.8697,6.2014,6.1083,6.5413,6.6365,5.7373,6.0332,6.2658,6.2517
ESR34197,4.9565,5.5203,5.206,4.9178,5.4224,4.4412,5.4964,4.942,5.3417,5.0245,5.0026,4.9104
ESR50082,12.0291,12.3534,12.2164,12.8199,12.7293,12.5447,12.0197,11.9566,12.7311,12.6783,12.1895,12.2364
